Name,Titel,Anmerkungen,Reihe,Personen,Erscheinungsort: Verlag,Erscheinungsjahr,Auflage,Verlag,Address,Description,URL_WorldCat,Inhalt,TimeStamp,fshop,isoLand,iso2Sprache,Latitude,Longitude,WorldCat_ID,WorldCat_Link
Contes Fantastiques. Tome Iii. Les Aventures De La Nuit De Saint-sylvestre. Petit Zacharie.,Contes Fantastiques. Tome Iii. Les Aventures De La Nuit De Saint-sylvestre. Petit Zacharie.,,,Hoffmann&comma;E.T.A.,Paris: HACHETTE LIVRE - BNF,2018,,HACHETTE LIVRE - BNF,Paris,<b>Contes Fantastiques. Tome Iii. Les Aventures De La Nuit De Saint-sylvestre. Petit Zacharie.</b><br>Paris: HACHETTE LIVRE - BNF 2018. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1082963550" target="_blank">(OCoLC)1082963550</a>,,2018,a2a,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)1082963550,http://www.worldcat.org/oclc/1082963550
Contes Fantastiques. Tome Iv. La Maison D Serte. Ma Tre Martin Le Tonnelier Et Ses Apprentis.,Contes Fantastiques. Tome Iv. La Maison D Serte. Ma Tre Martin Le Tonnelier Et Ses Apprentis.,,,Hoffmann&comma;E.T.A.,Paris: HACHETTE LIVRE - BNF,2018,,HACHETTE LIVRE - BNF,Paris,<b>Contes Fantastiques. Tome Iv. La Maison D Serte. Ma Tre Martin Le Tonnelier Et Ses Apprentis.</b><br>Paris: HACHETTE LIVRE - BNF 2018. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1083024071" target="_blank">(OCoLC)1083024071</a>,,2018,a2a,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)1083024071,http://www.worldcat.org/oclc/1083024071
Contes nocturnes.,Contes nocturnes.,Ernst Theodor Amadeus Hoffmann.,Classiques jaunes. Textes du monde 88,Hoffmann&comma;E.T.A.,Paris: Classiques Garnier,2018,Ed. critique par Alain Montandon.,Classiques Garnier,Paris,<b>Contes nocturnes.</b><br>Paris: Classiques Garnier 2018. Ed. critique par Alain Montandon. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1088417032" target="_blank">(OCoLC)1088417032</a>,,2018,NA,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)1088417032,http://www.worldcat.org/oclc/1088417032
Ďáblův elixír.,Ďáblův elixír.,E.T.A. Hoffmann ; přeložil Hanuš Karlach.,,Hoffmann&comma;E.T.A.; Karlach&comma;Hanuš,Voznice: Leda,2018,V nakladatelství Leda vydání první.,Leda,Voznice,<b>Ďáblův elixír.</b><br>Voznice: Leda 2018. V nakladatelství Leda vydání první. Hoffmann&comma;E.T.A.; Karlach&comma;Hanuš.,<a href="http://www.worldcat.org/oclc/1078647200" target="_blank">(OCoLC)1078647200</a>,,2018,ET,CZE,cze,49.817229997481,14.216599315324,(OCoLC)1078647200,http://www.worldcat.org/oclc/1078647200
Das Fräulein von Scudéri.,Das Fräulein von Scudéri.,E.T.A. Hoffmann.,Insel-Bücherei 2027,Hoffmann&comma;E.T.A.; Zwerger&comma;Lisbeth,Berlin: Insel Verlag,2018,1. Auflage,Insel Verlag,Berlin,<b>Das Fräulein von Scudéri.</b><br>Berlin: Insel Verlag 2018. 1. Auflage Hoffmann&comma;E.T.A.; Zwerger&comma;Lisbeth.,<a href="http://www.worldcat.org/oclc/1008599893" target="_blank">(OCoLC)1008599893</a>,,2018,FS,DEU,ger,52.516666666667,13.383333333333,(OCoLC)1008599893,http://www.worldcat.org/oclc/1008599893
Das fremde Kind.,Das fremde Kind.,E.T.A. Hoffmann.,Insel-Bücherei 1454,Hoffmann&comma;E.T.A.; Zwerger&comma;Lisbeth,Berlin: Insel Verlag,2018,1. Auflage,Insel Verlag,Berlin,<b>Das fremde Kind.</b><br>Berlin: Insel Verlag 2018. 1. Auflage Hoffmann&comma;E.T.A.; Zwerger&comma;Lisbeth.,<a href="http://www.worldcat.org/oclc/1031718737" target="_blank">(OCoLC)1031718737</a>,,2018,FK,DEU,ger,52.516666666667,13.383333333333,(OCoLC)1031718737,http://www.worldcat.org/oclc/1031718737
De Notenkraker.,De Notenkraker.,E.T.A. Hoffmann.,Rainbow®; 1294,Hoffmann&comma;E.T.A.; Haakman&comma;Anton,Amsterdam: Uitgeverij Rainbow bv,november 2018,,Uitgeverij Rainbow bv,Amsterdam,<b>De Notenkraker.</b><br>Amsterdam: Uitgeverij Rainbow bv november 2018. Hoffmann&comma;E.T.A.; Haakman&comma;Anton.,<a href="http://www.worldcat.org/oclc/1076586513" target="_blank">(OCoLC)1076586513</a>,,2018,NM,NLD,dut,52.383333333333,4.9,(OCoLC)1076586513,http://www.worldcat.org/oclc/1076586513
Der Nussknacker.,Der Nussknacker.,Sanna Annukka&comma;E.T.A. Hoffmann.,,Annukka&comma;Sanna; Hoffmann&comma;E.T.A.,München: Knesebeck,2018,,Knesebeck,München,<b>Der Nussknacker.</b><br>München: Knesebeck 2018. Annukka&comma;Sanna; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1033645805" target="_blank">(OCoLC)1033645805</a>,,2018,NM,DEU,ger,48.1375,11.575,(OCoLC)1033645805,http://www.worldcat.org/oclc/1033645805
Der Roman des Freiherrn von Vieren.,Der Roman des Freiherrn von Vieren.,Adelbert von Chamisso&comma;Friedrich de la Motte Fouqué&comma;E.T.A. Hoffmann&comma;Karl Wilhelm Salice-Contessa.,,Chamisso&comma;Adelbert von; Fouqué&comma;Friedrich de la Motte; Hoffmann&comma;E.T.A.; et al.,München: dtv Verlagsgesellschaft,2018,,dtv Verlagsgesellschaft,München,<b>Der Roman des Freiherrn von Vieren.</b><br>München: dtv Verlagsgesellschaft 2018. Chamisso&comma;Adelbert von; Fouqué&comma;Friedrich de la Motte; Hoffmann&comma;E.T.A.; et al.,<a href="http://www.worldcat.org/oclc/1013546978" target="_blank">(OCoLC)1013546978</a>,,2018,SVAut,DEU,ger,48.1375,11.575,(OCoLC)1013546978,http://www.worldcat.org/oclc/1013546978
Der Sandmann.,Der Sandmann.,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,Göttingen: LIWI Literatur- und Wissenschaftsverlag,2018,1. LIWI Verlag Göttingen&comma;ungekürzte Ausgabe,LIWI Literatur- und Wissenschaftsverlag,Göttingen,<b>Der Sandmann.</b><br>Göttingen: LIWI Literatur- und Wissenschaftsverlag 2018. 1. LIWI Verlag Göttingen&comma;ungekürzte Ausgabe Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1108913758" target="_blank">(OCoLC)1108913758</a>,,2018,SM,DEU,ger,51.533888888889,9.9355555555556,(OCoLC)1108913758,http://www.worldcat.org/oclc/1108913758
Der Sandmann.,Der Sandmann.,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,Hamburg: Nikol Verlag,[2018],,Nikol Verlag,Hamburg,<b>Der Sandmann.</b><br>Hamburg: Nikol Verlag [2018]. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1048455053" target="_blank">(OCoLC)1048455053</a>,,2018,SM,DEU,ger,53.55,10,(OCoLC)1048455053,http://www.worldcat.org/oclc/1048455053
Der Sandmann.,Der Sandmann.,E.T.A. Hoffmann ; herausgegeben von Ulrich Hohoff.,Reclams Universal-Bibliothek; Nr. 19509,Hoffmann&comma;E.T.A.; Hohoff&comma;Ulrich,Ditzingen: Reclam,2018,Studienausgabe&comma;Paralleldruck der Handschrift und des Erstdrucks (1817).,Reclam,Ditzingen,<b>Der Sandmann.</b><br>Ditzingen: Reclam 2018. Studienausgabe&comma;Paralleldruck der Handschrift und des Erstdrucks (1817). Hoffmann&comma;E.T.A.; Hohoff&comma;Ulrich.,<a href="http://www.worldcat.org/oclc/1029865812" target="_blank">(OCoLC)1029865812</a>,,2018,SM,DEU,ger,48.826388888889,9.0666666666667,(OCoLC)1029865812,http://www.worldcat.org/oclc/1029865812
Der Sandmann.,Der Sandmann.,E.T.A. Hoffmann ; Redaktion&comma;Satz&comma;Erläuterungen und &quot;Leben und Werk im Überblick&quot;: Dr. Hans-Georg Schede&comma;Freiburg.,Schroedel Lektüren,Hoffmann&comma;E.T.A.; Schede&comma;Hans-Georg,Braunschweig: Schroedel westermann,2018,Druck A4.,Schroedel westermann,Braunschweig,<b>Der Sandmann.</b><br>Braunschweig: Schroedel westermann 2018. Druck A4. Hoffmann&comma;E.T.A.; Schede&comma;Hans-Georg.,<a href="http://www.worldcat.org/oclc/1089710902" target="_blank">(OCoLC)1089710902</a>,,2018,SM,DEU,ger,52.269166666667,10.521111111111,(OCoLC)1089710902,http://www.worldcat.org/oclc/1089710902
Der Sandmann.,Der Sandmann.,,TL; Nr.5/2018,Hoffmann&comma;E.T.A.,Berlin: Tantillulus Libri,im Mai 2018,,Tantillulus Libri,Berlin,<b>Der Sandmann.</b><br>Berlin: Tantillulus Libri im Mai 2018. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1048450065" target="_blank">(OCoLC)1048450065</a>,,2018,SM,DEU,ger,52.516666666667,13.383333333333,(OCoLC)1048450065,http://www.worldcat.org/oclc/1048450065
Der Sandmann.,Der Sandmann.,E.T.A Hoffmann ; nacherzählt von Bettina Kantelhardt&comma;übungen und dossiers von Bettina Kantelhardt ; ill. von Alistar.,Junge Lektüren. Niveau 3&comma;B1,Hoffmann&comma;E.T.A.; Kantelhardt&comma;Bettina; Alistar,Recanati: ELI European Language Institute,2012,,ELI European Language Institute,Recanati,<b>Der Sandmann.</b><br>Recanati: ELI European Language Institute 2012. Hoffmann&comma;E.T.A.; Kantelhardt&comma;Bettina; Alistar.,<a href="http://www.worldcat.org/oclc/1020751435" target="_blank">(OCoLC)1020751435</a>,,2018,SM,ITA,alb,43.39855,13.552530555556,(OCoLC)1020751435,http://www.worldcat.org/oclc/1020751435
Der Sandmann. Paralleldruck der Handschrift und des Erstdrucks (1817).,Der Sandmann. Paralleldruck der Handschrift und des Erstdrucks (1817).,E.T.A. Hoffmann ; herausgegeben von Ulrich Hohoff.,Reclams Universal-Bibliothek Nr. 19509,Hoffmann&comma;E.T.A.; Hohoff&comma;Ulrich,Stuttgart: Reclam,2018,Studienausgabe.,Reclam,Stuttgart,<b>Der Sandmann.</b> Paralleldruck der Handschrift und des Erstdrucks (1817).<br>Stuttgart: Reclam 2018. Studienausgabe. Hoffmann&comma;E.T.A.; Hohoff&comma;Ulrich.,<a href="http://www.worldcat.org/oclc/1034782357" target="_blank">(OCoLC)1034782357</a>,,2018,SM,DEU,ger,48.7775,9.18,(OCoLC)1034782357,http://www.worldcat.org/oclc/1034782357
Der Sandmann. Studienausgabe. Paralleldruck der Handschrift und des Erstdrucks (1817).,Der Sandmann. Studienausgabe. Paralleldruck der Handschrift und des Erstdrucks (1817).,E.T.A. Hoffmann.,Reclams Universal-Bibliothek,Hoffmann&comma;E.T.A.; Hohoff&comma;Ulrich,Ditzingen: Philipp Reclam jun.,2018,,Philipp Reclam jun.,Ditzingen,<b>Der Sandmann.</b> Studienausgabe. Paralleldruck der Handschrift und des Erstdrucks (1817).<br>Ditzingen: Philipp Reclam jun. 2018. Hoffmann&comma;E.T.A.; Hohoff&comma;Ulrich.,<a href="http://www.worldcat.org/oclc/1017028720" target="_blank">(OCoLC)1017028720</a>,,2018,SM,DEU,ger,48.826388888889,9.0666666666667,(OCoLC)1017028720,http://www.worldcat.org/oclc/1017028720
Devil's Elixirs.,Devil's Elixirs.,,,Hoffmann&comma;E.T.A.,London: Alma Classics,2018,,Alma Classics,London,<b>Devil's Elixirs.</b><br>London: Alma Classics 2018. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1091175846" target="_blank">(OCoLC)1091175846</a>,,2018,ET,GBR,eng,51.507222222222,-0.1275,(OCoLC)1091175846,http://www.worldcat.org/oclc/1091175846
Die Elixiere des Teufels. Illustriert von Hugo Steiner-Prag.,Die Elixiere des Teufels. Illustriert von Hugo Steiner-Prag.,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.; Steiner-Prag&comma;Hugo,Köln: Anaconda Verlag,2018,,Anaconda Verlag,Köln,<b>Die Elixiere des Teufels.</b> Illustriert von Hugo Steiner-Prag.<br>Köln: Anaconda Verlag 2018. Hoffmann&comma;E.T.A.; Steiner-Prag&comma;Hugo.,<a href="http://www.worldcat.org/oclc/1033667363" target="_blank">(OCoLC)1033667363</a>,,2018,ET,DEU,ger,50.942222222222,6.9577777777778,(OCoLC)1033667363,http://www.worldcat.org/oclc/1033667363
Diótörő és egérkirály.,Diótörő és egérkirály.,E.T.A. Hoffmann ; [ford. Esterházy Dóra] ; [ill. Sánta Kira].,,Hoffmann&comma;E.T.A.; Esterházy Dóra; Sánta Kira,Budapest: Ciceró,cop. 2018,,Ciceró,Budapest,<b>Diótörő és egérkirály.</b><br>Budapest: Ciceró cop. 2018. Hoffmann&comma;E.T.A.; Esterházy Dóra; Sánta Kira.,<a href="http://www.worldcat.org/oclc/1108193064" target="_blank">(OCoLC)1108193064</a>,,2018,NM,HUN,hun,47.498333333333,19.040833333333,(OCoLC)1108193064,http://www.worldcat.org/oclc/1108193064
Dziadek do orzechów.,Dziadek do orzechów.,E.T.A. Hoffmann ; przekład: Józef Kramsztyk ; ilustracje: Justyna Hołubowska-Chrząszczak.,,Hoffmann&comma;E.T.A.; Kramsztyk&comma;Józef; Hołubowska-Chrząszczak&comma;Justyna,Warszawa: Wilga Grupa Wydawnicza Foksal,[2018],,Wilga Grupa Wydawnicza Foksal,Warszawa,<b>Dziadek do orzechów.</b><br>Warszawa: Wilga Grupa Wydawnicza Foksal [2018]. Hoffmann&comma;E.T.A.; Kramsztyk&comma;Józef; Hołubowska-Chrząszczak&comma;Justyna.,<a href="http://www.worldcat.org/oclc/1084595678" target="_blank">(OCoLC)1084595678</a>,,2018,NM,POL,pol,52.23,21.011111111111113,(OCoLC)1084595678,http://www.worldcat.org/oclc/1084595678
El cascanueces.,El cascanueces.,An Leysen ; traducción Jeannine Emery.,,Leysen&comma;An; Hoffmann&comma;E.T.A.; Emery&comma;Jeannine,Buenos Aires: UnaLuna,[2018],,UnaLuna,Buenos Aires,<b>El cascanueces.</b><br>Buenos Aires: UnaLuna [2018]. Leysen&comma;An; Hoffmann&comma;E.T.A.; Emery&comma;Jeannine.,<a href="http://www.worldcat.org/oclc/1102811164" target="_blank">(OCoLC)1102811164</a>,,2018,NM,ARG,spa,-34.599722222222,-58.381944444444,(OCoLC)1102811164,http://www.worldcat.org/oclc/1102811164
Fantaisies dans la manière de Callot.,Fantaisies dans la manière de Callot.,E.T.A. Hoffmann ; texte français par Henri de Curzon ; préface de Jean Paul Richter.,Libretto; 155,Hoffmann&comma;E.T.A.; Curzon&comma;Henri de; Richter&comma;Jean-Paul,Paris: Libretto,DL 2018,,Libretto,Paris,<b>Fantaisies dans la manière de Callot.</b><br>Paris: Libretto DL 2018. Hoffmann&comma;E.T.A.; Curzon&comma;Henri de; Richter&comma;Jean-Paul.,<a href="http://www.worldcat.org/oclc/1038279657" target="_blank">(OCoLC)1038279657</a>,,2018,FC,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)1038279657,http://www.worldcat.org/oclc/1038279657
Hannkatten Murr. Annet bind. ; hans liv og meninger : som også inneholder kapellmester Johannes Kreislers fragmentariske biografi på tilfeldige makulaturblad.,Hannkatten Murr. Annet bind. ; hans liv og meninger : som også inneholder kapellmester Johannes Kreislers fragmentariske biografi på tilfeldige makulaturblad.,Utgitt av E.T.A. Hoffmann ; oversatt fra tysk av Christian Heyerdahl ; originallitografier av Maximilian Liebenwein.,,Hoffmann&comma;E.T.A.; Liebenwein&comma;Maximilian; Heyerdahl&comma;Christian,Oslo: Bokvennen,2018,,Bokvennen,Oslo,<b>Hannkatten Murr.</b> Annet bind. ; hans liv og meninger : som også inneholder kapellmester Johannes Kreislers fragmentariske biografi på tilfeldige makulaturblad.<br>Oslo: Bokvennen 2018. Hoffmann&comma;E.T.A.; Liebenwein&comma;Maximilian; Heyerdahl&comma;Christian.,<a href="http://www.worldcat.org/oclc/1090606763" target="_blank">(OCoLC)1090606763</a>,,2018,LM,NOR,nob,59.913333333333334,10.738888888888889,(OCoLC)1090606763,http://www.worldcat.org/oclc/1090606763
Hiddensee. A tale of the once and future Nutcracker.,Hiddensee. A tale of the once and future Nutcracker.,Gregory Maguire.,,Maguire&comma;Gregory; Hoffmann&comma;E.T.A.,New York City: William Morrow&comma;an imprint of HarperCollinsPublishers,2018,First William Morrow paperback edition.,William Morrow&comma;an imprint of HarperCollinsPublishers,New York City,<b>Hiddensee.</b> A tale of the once and future Nutcracker.<br>New York City: William Morrow&comma;an imprint of HarperCollinsPublishers 2018. First William Morrow paperback edition. Maguire&comma;Gregory; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1048118122" target="_blank">(OCoLC)1048118122</a>,A Household Tale<br>A Posthumous Eduction<br>Bildungsroman<br>The Padlocked Garden<br>Intermezzo<br>The Story of the Nutcracker and the Mouse King<br>Hiddensee<br>Acknowledgments,2018,NM,USA,eng,40.7,-74,(OCoLC)1048118122,http://www.worldcat.org/oclc/1048118122
Küçük Zaches namıdiğer Zinnober. Bir masal.,Küçük Zaches namıdiğer Zinnober. Bir masal.,E.T.A. Hoffmann ; Almanca aslından çevirenler: Bilge Uğurlar&comma;Türkis Noyan.,,Hoffmann&comma;E.T.A.; Uğurlar&comma;Bilge; Noyan&comma;Selma Türkis,İstanbul: Can Sanat Yayınları,2018,1. Auflage.,Can Sanat Yayınları,İstanbul,<b>Küçük Zaches namıdiğer Zinnober.</b> Bir masal.<br>İstanbul: Can Sanat Yayınları 2018. 1. Auflage. Hoffmann&comma;E.T.A.; Uğurlar&comma;Bilge; Noyan&comma;Selma Türkis.,<a href="http://www.worldcat.org/oclc/1060989353" target="_blank">(OCoLC)1060989353</a>,,2018,KZ,TUR,tur,41.01,28.960277777778,(OCoLC)1060989353,http://www.worldcat.org/oclc/1060989353
Künstlerbetrachtungen: Diderot&comma;Wackenroder&comma;Hoffmann. Rameaus Neffe&comma;Joseph Berglinger&comma;Johannes Kreisler&comma;Kater Murr.,Künstlerbetrachtungen: Diderot&comma;Wackenroder&comma;Hoffmann. Rameaus Neffe&comma;Joseph Berglinger&comma;Johannes Kreisler&comma;Kater Murr.,Denis Diderot&comma;Johann Heinrich Wackenroder&comma;E.T.A. Hoffmann.,Orlando Syrg Taschenbuch: ORSYTA 7/2018,Diderot&comma;Denis; Sommermeyer&comma;Joerg K.; Syrg&comma;Orlando; et al.,Norderstedt: Books ON DEMAND,2018,1. Auflage,Books ON DEMAND,Norderstedt,<b>Künstlerbetrachtungen: Diderot&comma;Wackenroder&comma;Hoffmann.</b> Rameaus Neffe&comma;Joseph Berglinger&comma;Johannes Kreisler&comma;Kater Murr.<br>Norderstedt: Books ON DEMAND 2018. 1. Auflage Diderot&comma;Denis; Sommermeyer&comma;Joerg K.; Syrg&comma;Orlando; et al.,<a href="http://www.worldcat.org/oclc/1041503473" target="_blank">(OCoLC)1041503473</a>,,2018,SVAut,DEU,ger,53.706388888889,10.010277777778,(OCoLC)1041503473,http://www.worldcat.org/oclc/1041503473
Künstlerbetrachtungen. Diderot&comma;Wackenroder&comma;Hoffmann : Rameaus Neffe&comma;Joseph Berglinger&comma;Johannes Kreisler&comma;Kater Murr.,Künstlerbetrachtungen. Diderot&comma;Wackenroder&comma;Hoffmann : Rameaus Neffe&comma;Joseph Berglinger&comma;Johannes Kreisler&comma;Kater Murr.,Durchgesehen&comma;revidiert und mit einem Nachwort herausgegeben von Joerg K. Sommermeyer.,Orlando Syrg Taschenbuch 72018 Reihe alte Tradition Azurcelesteblueoscuro 6 Exemplarische Werke der Weltliteratur,Diderot&comma;Denis; Wackenroder&comma;Wilhelm Heinrich; Hoffmann&comma;E.T.A.; et al.,Berlin: Orlando Syrg,2018,1. Auflage.,Orlando Syrg,Berlin,<b>Künstlerbetrachtungen.</b> Diderot&comma;Wackenroder&comma;Hoffmann : Rameaus Neffe&comma;Joseph Berglinger&comma;Johannes Kreisler&comma;Kater Murr.<br>Berlin: Orlando Syrg 2018. 1. Auflage. Diderot&comma;Denis; Wackenroder&comma;Wilhelm Heinrich; Hoffmann&comma;E.T.A.; et al.,<a href="http://www.worldcat.org/oclc/1083939451" target="_blank">(OCoLC)1083939451</a>,,2018,SVAut,DEU,ger,52.516666666667,13.383333333333,(OCoLC)1083939451,http://www.worldcat.org/oclc/1083939451
L'homme au sable.,L'homme au sable.,E.T.A. Hoffmann ; traduction d'Henry Egmont.,,Hoffmann&comma;E.T.A.; Egmont&comma;Henry,Paris: Editions Sillage,DL 2018,,Editions Sillage,Paris,<b>L'homme au sable.</b><br>Paris: Editions Sillage DL 2018. Hoffmann&comma;E.T.A.; Egmont&comma;Henry.,<a href="http://www.worldcat.org/oclc/1057554821" target="_blank">(OCoLC)1057554821</a>,,2018,SM,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)1057554821,http://www.worldcat.org/oclc/1057554821
Lo schiaccianoci.,Lo schiaccianoci.,E.T.A. Hoffmann ; illustrazioni di Sanna Annukka.,Classici BUR Rizzoli deluxe,Hoffmann&comma;E.T.A.,Milano: BUR Rizzoli,2018,,BUR Rizzoli,Milano,<b>Lo schiaccianoci.</b><br>Milano: BUR Rizzoli 2018. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1107641297" target="_blank">(OCoLC)1107641297</a>,,2018,NM,ITA,ita,45.466944444444,9.19,(OCoLC)1107641297,http://www.worldcat.org/oclc/1107641297
Lo schiaccianoci. Da E.T. A. Hoffmann.,Lo schiaccianoci. Da E.T. A. Hoffmann.,Sarah Rossi ; [ illustrazioni di Elisa Paganelli].,Classicini; 67,Rossi&comma;Sarah; Hoffmann&comma;E.T.A.; Paganelli&comma;Elisa,San Dorligo della Valle: EL,©2018,,EL,San Dorligo della Valle,<b>Lo schiaccianoci.</b> Da E.T. A. Hoffmann.<br>San Dorligo della Valle: EL ©2018. Rossi&comma;Sarah; Hoffmann&comma;E.T.A.; Paganelli&comma;Elisa.,<a href="http://www.worldcat.org/oclc/1085610580" target="_blank">(OCoLC)1085610580</a>,,2018,NM,ITA,ita,45.6225,13.857777777778,(OCoLC)1085610580,http://www.worldcat.org/oclc/1085610580
Lo schiaccianoci. Una fiaba di Natale.,Lo schiaccianoci. Una fiaba di Natale.,Raccontata da E.T.A. Hoffmann e Alexandre Dumas ; illustrazioni originali di Aurélia Fronty.,,Čajkovskij&comma;Petr Ilʹič.; Dumas&comma;Alexandre; Hoffmann&comma;E.T.A.,Roma: Donzelli,2018,Nuova ed.,Donzelli,Roma,<b>Lo schiaccianoci.</b> Una fiaba di Natale.<br>Roma: Donzelli 2018. Nuova ed. Čajkovskij&comma;Petr Ilʹič.; Dumas&comma;Alexandre; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1102380546" target="_blank">(OCoLC)1102380546</a>,,2018,NM,ITA,ita,41.893055555556,12.482777777778,(OCoLC)1102380546,http://www.worldcat.org/oclc/1102380546
Meister Floh. Ein Mährchen in sieben Abentheuern zweier Freunde (1822).,Meister Floh. Ein Mährchen in sieben Abentheuern zweier Freunde (1822).,E.T.A. Hoffmann ; mit Kommentaren von Michael Niehaus und Thomas Vormbaum.,Juristische Zeitgeschichte / Abteiling 6; Band 50,Hoffmann&comma;E.T.A.; Niehaus&comma;Michael; Vormbaum&comma;Thomas,Berlin&comma;Boston: De Gruyter,[2018],,De Gruyter,Berlin&comma;Boston,<b>Meister Floh.</b> Ein Mährchen in sieben Abentheuern zweier Freunde (1822).<br>Berlin&comma;Boston: De Gruyter [2018]. Hoffmann&comma;E.T.A.; Niehaus&comma;Michael; Vormbaum&comma;Thomas.,<a href="http://www.worldcat.org/oclc/1006524757" target="_blank">(OCoLC)1006524757</a>,,2018,MF,DEU,eng,52.516666666667,13.383333333333,(OCoLC)1006524757,http://www.worldcat.org/oclc/1006524757
Notenkraker.,Notenkraker.,Geschreven door E.T.A. Hoffmann ; geïllustreerd door Roberto Innocenti ; vertaling uit het Engels: Clavis Uitgeverij.,,Hoffmann&comma;E.T.A.; Innocenti&comma;Roberto; Hoffmann&comma;E.T.A.,Hasselt: Clavis,[2018],,Clavis,Hasselt,<b>Notenkraker.</b><br>Hasselt: Clavis [2018]. Hoffmann&comma;E.T.A.; Innocenti&comma;Roberto; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1052619449" target="_blank">(OCoLC)1052619449</a>,,2018,NM,BEL,dut,50.930480555556,5.3384972222222,(OCoLC)1052619449,http://www.worldcat.org/oclc/1052619449
Notenkraker.,Notenkraker.,Geschreven door E.T.A. Hoffmann ; geïllustreerd door Roberto Innocenti ; vertaling uit het Engels: Clavis Uitgeverij.,,Hoffmann&comma;E.T.A.; Innocenti&comma;Roberto,Amsterdam: Clavis,[2018],,Clavis,Amsterdam,<b>Notenkraker.</b><br>Amsterdam: Clavis [2018]. Hoffmann&comma;E.T.A.; Innocenti&comma;Roberto.,<a href="http://www.worldcat.org/oclc/1042198932" target="_blank">(OCoLC)1042198932</a>,,2018,NM,NLD,dut,52.383333333333,4.9,(OCoLC)1042198932,http://www.worldcat.org/oclc/1042198932
The fairytale collection.,The fairytale collection.,Text and original art&comma;Sanrio Co.&comma;Ltd. ; graphics and illustrations by Susanne Chambers and Karla A. Alfonzo.,,Hello Kitty; Alice; Hello Kitty; et al.,New York: Abrams Books for Young Readers,2018,,Abrams Books for Young Readers,New York,<b>The fairytale collection.</b><br>New York: Abrams Books for Young Readers 2018. Hello Kitty; Alice; Hello Kitty; et al.,<a href="http://www.worldcat.org/oclc/1055744318" target="_blank">(OCoLC)1055744318</a>,Alice's adventures in Wonderland<br>Thumbelina<br>Little Red Riding Hood<br>The little mermaid<br>The nutcracker & the mouse king.,2018,SVAut,USA,eng,40.7,-74,(OCoLC)1055744318,http://www.worldcat.org/oclc/1055744318
The nutcracker.,The nutcracker.,Illustrated by Dan Taylor.,First stories,Taylor&comma;Dan; Hoffmann&comma;E.T.A.,San Diego: Silver Dolphin Books&comma;an imprint of Printers Row Publishing Group&comma;a division of Readerlink Distribution Services&comma;LLC,[2018],Board book edition.,Silver Dolphin Books&comma;an imprint of Printers Row Publishing Group&comma;a division of Readerlink Distribution Services&comma;LLC,San Diego,<b>The nutcracker.</b><br>San Diego: Silver Dolphin Books&comma;an imprint of Printers Row Publishing Group&comma;a division of Readerlink Distribution Services&comma;LLC [2018]. Board book edition. Taylor&comma;Dan; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1107591569" target="_blank">(OCoLC)1107591569</a>,,2018,NM,USA,eng,32.715,-117.1625,(OCoLC)1107591569,http://www.worldcat.org/oclc/1107591569
The nutcracker.,The nutcracker.,E.T.A. Hoffmann ; illustrated by Sanna Annukka.,,Hoffmann&comma;E.T.A.; Annukka&comma;Sanna,California&comma;New York: Ten Speed Press,[2018],First edition.,Ten Speed Press,California&comma;New York,<b>The nutcracker.</b><br>California&comma;New York: Ten Speed Press [2018]. First edition. Hoffmann&comma;E.T.A.; Annukka&comma;Sanna.,<a href="http://www.worldcat.org/oclc/1016380345" target="_blank">(OCoLC)1016380345</a>,,2018,NM,USA,eng,40.7,-74,(OCoLC)1016380345,http://www.worldcat.org/oclc/1016380345
